id,title,vote_average,vote_count,release_date,runtime,overview,poster_path,genres,production_companies,production_countries
354912,Coco,8.222,17742,2017-10-27,105,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg,"Family, Animation, Fantasy, Music, Comedy, Adventure","Pixar, Walt Disney Pictures",United States of America
100402,Captain America: The Winter Soldier,7.671,17692,2014-03-20,136,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,"Action, Adventure, Science Fiction",Marvel Studios,United States of America
557,Spider-Man,7.279,17653,2002-05-01,121,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.",/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg,"Fantasy, Action","Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures",United States of America
10681,WALL·E,8.078,17446,2008-06-22,98,"What if mankind had to leave Earth and somebody forgot to turn the last robot off? After hundreds of years doing what he was built for, WALL•E discovers a new purpose in life when he meets a sleek search robot named EVE. EVE comes to realize that WALL•E has inadvertently stumbled upon the key to the planet's future, and races back to space to report to the humans. Meanwhile, WALL•E chases EVE across the galaxy and sets into motion one of the most imaginative adventures ever brought to the big screen.",/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,"Animation, Family, Science Fiction","Pixar, Walt Disney Pictures",United States of America
210577,Gone Girl,7.892,17381,2014-10-01,149,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",/qymaJhucquUwjpb8oiqynMeXnID.jpg,"Mystery, Thriller, Drama","Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood, 20th Century Fox",United States of America
49051,The Hobbit: An Unexpected Journey,7.339,17356,2012-12-12,169,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.",/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,"Adventure, Fantasy, Action","Warner Bros. Pictures, Metro-Goldwyn-Mayer, New Line Cinema, WingNut Films","New Zealand, United States of America"
585,"Monsters, Inc.",7.835,17189,2001-11-01,92,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home.",/sgheSKxZkttIe8ONsf2sWXPgip3.jpg,"Animation, Comedy, Family",Pixar,United States of America
862,Toy Story,7.971,17152,1995-10-30,81,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,"Animation, Adventure, Family, Comedy",Pixar,United States of America
281957,The Revenant,7.5,17114,2015-12-25,157,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,"Western, Drama, Adventure","Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment","Canada, Hong Kong, Taiwan, United States of America"
209112,Batman v Superman: Dawn of Justice,5.952,17081,2016-03-23,152,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,"Action, Adventure, Fantasy","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy","Canada, United Kingdom, United States of America"
8587,The Lion King,8.256,16991,1994-06-24,89,"A young lion prince is cast out of his pride by his cruel uncle, who claims he killed his father. While the uncle rules with an iron paw, the prince grows up beyond the Savannah, living by a philosophy: No worries for the rest of your days. But when his past comes to haunt him, the young prince must decide his fate: Will he remain an outcast or face his demons and become what he needs to be?",/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,"Family, Animation, Drama","Walt Disney Pictures, Walt Disney Feature Animation",United States of America
98,Gladiator,8.209,16962,2000-05-04,155,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,"Action, Drama, Adventure","Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures","United Kingdom, United States of America"
37165,The Truman Show,8.133,16827,1998-06-04,103,"Truman Burbank is the star of The Truman Show, a 24-hour-a-day reality TV show that broadcasts every aspect of his life without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows, including his wife and his best friend, is really an actor, paid to be part of his life.",/vuza0WqY239yBXOadKlGwJsZJFE.jpg,"Comedy, Drama","Paramount, Scott Rudin Productions",United States of America
9806,The Incredibles,7.704,16584,2004-10-27,115,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,"Action, Adventure, Animation, Family","Pixar, Walt Disney Pictures",United States of America
329865,Arrival,7.6,16564,2016-11-10,116,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,"Drama, Science Fiction, Mystery","FilmNation Entertainment, Lava Bear Films, Reliance Entertainment, Xenolinguistics, 21 Laps Entertainment, Paramount, Stage 6 Films","Canada, India, United States of America"
496243,Parasite,8.515,16430,2019-05-30,133,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,"Comedy, Thriller, Drama",Barunson E&A,South Korea
76338,Thor: The Dark World,6.538,16359,2013-10-30,112,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,"Action, Adventure, Fantasy",Marvel Studios,United States of America
1930,The Amazing Spider-Man,6.691,16352,2012-06-23,136,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",/jIfkQNARYyERqRAq1p1c8xgePp4.jpg,"Action, Adventure, Fantasy","Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",United States of America
381288,Split,7.337,16345,2017-01-19,117,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,"Horror, Thriller","Universal Pictures, Blinding Edge Pictures, Blumhouse Productions",United States of America
383498,Deadpool 2,7.492,16324,2018-05-10,120,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,"Action, Comedy, Adventure","Maximum Effort, Genre Films, 20th Century Fox",United States of America
694,The Shining,8.218,16205,1980-05-23,144,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",/xazWoLealQwEgqZ89MLZklLZD3k.jpg,"Horror, Thriller","Hawk Films, Peregrine, Producers Circle, Warner Bros. Pictures","United Kingdom, United States of America"
24,Kill Bill: Vol. 1,7.97,16188,2003-10-10,111,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu",United States of America
101299,The Hunger Games: Catching Fire,7.4,16182,2013-11-15,146,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,"Adventure, Action, Science Fiction","Lionsgate, Color Force",United States of America
